user_id,current_mrr_net,prev_mrr_net,mrr_status,current_plan_type_finance
116347802,0.0,900.0,churn,
215534314,0.0,230.0,churn,
15416055,0.0,20.0,churn,
146135278,0.0,55.0,churn,
201033434,0.0,20.0,churn,
127477870,0.0,630.0,churn,
89164925,0.0,450.0,churn,
152460922,0.0,450.0,churn,
58239069,0.0,630.0,churn,
118036242,0.0,630.0,churn,
232374610,0.0,452.0,churn,
152994674,0.0,800.0,churn,
128662526,0.0,800.0,churn,
6858822,0.0,535.5,churn,
56683773,0.0,492.0,churn,
247792137,0.0,730.0,churn,
228518518,0.0,800.0,churn,
174881005,0.0,450.0,churn,
181588874,0.0,630.0,churn,
116223142,0.0,450.0,churn,
173681109,0.0,494.0,churn,
192400562,0.0,800.0,churn,
135724410,0.0,1320.0,churn,
147999026,0.0,980.0,churn,
178599714,0.0,452.0,churn,
112779866,0.0,702.0,churn,
124244354,0.0,490.0,churn,
93485301,0.0,630.0,churn,
28108947,0.0,450.0,churn,
137173857,0.0,905.0,churn,
210033402,0.0,536.0,churn,
139651529,0.0,285.0,churn,
86307973,0.0,680.0,churn,
187210102,0.0,720.0,churn,
30650531,0.0,109.95,churn,
54018869,0.0,20.0,churn,
55292265,0.0,1355.9,churn,
139624829,0.0,20.0,churn,
45989361,0.0,80.0,churn,
51574981,0.0,60.0,churn,
53411397,0.0,229.95,churn,
1961913,0.0,20.0,churn,
55352641,0.0,20.0,churn,
1180545,0.0,20.0,churn,
120963822,0.0,414.0,churn,
42387673,0.0,240.0,churn,
147554670,0.0,20.0,churn,
65264929,0.0,20.0,churn,
201891618,0.0,20.0,nrr,
122836310,0.0,90.0,nrr,
65663181,0.0,10.0,churn,
195685150,0.0,10.0,churn,
21873436,0.0,10.0,churn,
104045486,0.0,551.0,churn,
199638442,0.0,551.0,churn,
38020901,0.0,340.0,churn,
224478874,0.0,230.0,churn,
50961809,0.0,334.0,churn,
89132597,0.0,1047.0,churn,
54209469,0.0,504.05,churn,
26571631,0.0,2580.0,churn,
15311067,0.0,35.0,churn,
107234278,0.0,727.0,churn,
99822958,0.0,213.0,churn,
111644946,0.0,456.0,churn,
72523226,0.0,672.0,churn,
96805569,0.0,456.0,churn,
85815601,0.0,1856.0,churn,
77660866,0.0,2390.0,churn,
29962243,0.0,672.0,churn,
43887689,0.0,1194.0,churn,
76681230,0.0,672.0,churn,
